Unnamed: 0,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,price_change,volume_change,divergence_signal
49,2025-03-17,177.8,175.1,178.9,174.2,37555448,6636558336.0,2.71,0.98,1.7,0.68,0.009803921568627416,-0.14940450645575143,1
50,2025-03-18,181.5,177.3,181.8,174.7,41082229,7254489088.0,4.05,1.26,2.2,0.74,0.012564249000571293,0.09390863876793598,0
51,2025-03-19,176.6,175.9,176.6,172.4,38845173,6772195584.0,2.37,-0.79,-1.4,0.7,-0.007896221094190636,-0.05445313106063454,0
52,2025-03-20,175.9,168.1,175.9,167.7,44029819,7503060480.0,4.66,-4.43,-7.8,0.8,-0.044343376918703825,0.13346950469238483,-1
53,2025-03-21,168.9,167.6,172.4,165.6,49899045,8410185728.0,4.05,-0.3,-0.5,0.9,-0.002974419988102328,0.13330116119714241,-1
54,2025-03-24,163.0,165.7,166.2,158.8,61238376,9919147008.0,4.42,-1.13,-1.9,1.11,-0.011336515513126533,0.22724545129070095,-1
55,2025-03-25,162.9,158.5,163.0,158.1,43845502,6995163648.0,2.96,-4.35,-7.2,0.79,-0.043452021726010814,-0.2840191908420302,0
56,2025-03-26,159.0,159.9,161.2,156.7,26504416,4216989440.0,2.84,0.88,1.4,0.48,0.00883280757097804,-0.39550433246265493,1
57,2025-03-27,162.2,162.8,165.8,159.6,25666765,4189296448.0,3.88,1.81,2.9,0.46,0.018136335209506083,-0.03160420512566664,1
58,2025-03-28,163.1,160.1,165.5,159.0,23655795,3811133072.0,3.99,-1.66,-2.7,0.43,-0.016584766584766708,-0.07834918035054284,0
59,2025-03-31,156.2,155.8,160.1,154.1,35770136,5601821952.0,3.75,-2.69,-4.3,0.65,-0.026858213616489546,0.5121088088563499,-1
60,2025-04-01,157.7,157.9,160.3,156.9,22898803,3628239056.0,2.18,1.35,2.1,0.41,0.01347881899871628,-0.35983461175545994,1
61,2025-04-02,157.0,157.8,160.3,155.5,18784941,2962780272.0,3.04,-0.06,-0.1,0.34,-0.0006333122229258414,-0.17965401946992599,0
62,2025-04-03,152.4,157.9,160.8,152.4,32917192,5179460352.0,5.32,0.06,0.1,0.6,0.0006337135614702394,0.7523180935196976,0
63,2025-04-07,145.1,134.3,148.9,132.7,98058866,13652926208.0,10.26,-14.95,-23.6,1.77,-0.1494616846105129,1.9789559814215014,-1
64,2025-04-08,135.8,140.6,144.5,135.8,80514588,11293581056.0,6.48,4.69,6.3,1.46,0.04690990320178701,-0.1789157749386986,1
65,2025-04-09,135.0,146.4,149.4,133.3,70467850,10024524800.0,11.45,4.13,5.8,1.27,0.04125177809388347,-0.12478158616423651,1
66,2025-04-10,148.3,145.4,152.3,144.0,72400269,10670537216.0,5.67,-0.68,-1.0,1.31,-0.006830601092896127,0.02742270411258474,-1
67,2025-04-11,144.9,143.5,146.2,141.0,51245697,7357395712.0,3.58,-1.31,-1.9,0.93,-0.013067400275103225,-0.2921891353746213,0
68,2025-04-14,146.6,145.9,147.1,143.1,33857822,4927203840.0,2.79,1.67,2.4,0.61,0.01672473867595814,-0.33930409805919903,1
69,2025-04-15,146.5,146.8,147.3,143.9,24286799,3540742240.0,2.33,0.62,0.9,0.44,0.006168608636052175,-0.2826827726839606,1
70,2025-04-16,143.1,134.9,144.5,133.5,78561767,10729263616.0,7.49,-8.11,-11.9,1.42,-0.08106267029972758,2.2347518089971428,-1
71,2025-04-17,133.2,136.5,136.5,129.6,56895776,7622679552.0,5.11,1.19,1.6,1.03,0.011860637509266025,-0.2757828881318314,1
72,2025-04-22,131.1,130.2,131.5,125.6,110254462,14160794624.0,4.32,-4.62,-6.3,1.99,-0.04615384615384621,0.9378321160432015,-1
73,2025-04-23,133.0,133.9,134.7,130.7,54953599,7309573632.0,3.07,2.84,3.7,0.99,0.028417818740399614,-0.501574829688072,1
74,2025-04-24,132.0,127.0,132.6,125.8,75864030,9712800512.0,5.08,-5.15,-6.9,1.37,-0.05153099327856614,0.3805106741052575,-1
75,2025-04-25,125.6,127.6,130.7,125.6,56566102,7250730752.0,4.02,0.47,0.6,1.02,0.0047244094488188,-0.2543752025828314,1
76,2025-04-28,127.6,128.4,129.8,125.0,55141223,7007747328.0,3.76,0.63,0.8,1.0,0.006269592476489061,-0.025189626819256516,1
77,2025-04-29,129.5,132.1,134.8,128.2,55426571,7347111424.0,5.14,2.88,3.7,1.0,0.028816199376946905,0.005174858018655026,0
78,2025-04-30,132.1,130.3,134.6,128.3,47460144,6197149440.0,4.77,-1.36,-1.8,0.86,-0.01362604087812247,-0.1437293856767723,0
79,2025-05-02,129.6,132.5,133.1,128.8,28920212,3804511280.0,3.3,1.69,2.2,0.52,0.016884113584036742,-0.3906421354305204,1
80,2025-05-06,133.2,137.6,138.4,131.2,39301443,5326999296.0,5.43,3.85,5.1,0.71,0.03849056603773571,0.35896109613580984,0
