,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
20,2025-02-04,409.2,420.8,421.2,407.0,31276268,13026602752.0,3.51,4.11,16.6,0.34
21,2025-02-05,421.6,417.8,421.6,410.0,32129392,13372038912.0,2.76,-0.71,-3.0,0.35
22,2025-02-06,416.2,420.4,420.4,413.4,19585105,8177045248.0,1.68,0.62,2.6,0.21
23,2025-02-07,420.4,428.2,432.4,417.8,34567530,14741790976.0,3.47,1.86,7.8,0.38
24,2025-02-10,429.6,437.0,439.8,428.8,31411302,13701174528.0,2.57,2.06,8.8,0.34
25,2025-02-11,440.0,427.4,441.2,425.6,30893563,13324637696.0,3.57,-2.2,-9.6,0.34
26,2025-02-12,429.0,444.2,444.6,426.0,38264929,16740640512.0,4.35,3.93,16.8,0.42
27,2025-02-13,449.0,442.0,464.6,437.0,60985718,27423907072.0,6.21,-0.5,-2.2,0.66
28,2025-02-14,449.8,474.8,474.8,446.6,74519223,34511558144.0,6.38,7.42,32.8,0.81
29,2025-02-17,506.0,493.6,512.0,485.0,126223580,63032650496.0,5.69,3.96,18.8,1.38
30,2025-02-18,494.2,503.5,513.0,493.8,62529454,31471019776.0,3.89,2.01,9.9,0.68
31,2025-02-19,500.0,497.8,500.5,493.2,34127174,16979621120.0,1.45,-1.13,-5.7,0.37
32,2025-02-20,491.2,486.8,493.0,482.6,34549151,16830027008.0,2.09,-2.21,-11.0,0.38
33,2025-02-21,505.0,517.0,517.0,499.4,73545153,37396803584.0,3.62,6.2,30.2,0.8
34,2025-02-24,522.0,497.2,522.0,497.2,67542767,34199696384.0,4.8,-3.83,-19.8,0.74
35,2025-02-25,477.8,484.8,491.0,476.4,56509529,27378431232.0,2.94,-2.49,-12.4,0.62
36,2025-02-26,488.0,501.5,508.0,487.8,40489654,20234072832.0,4.17,3.44,16.7,0.44
37,2025-02-27,503.5,495.4,512.0,491.6,38902820,19434077184.0,4.07,-1.22,-6.1,0.42
38,2025-02-28,492.8,478.6,497.8,476.0,52160819,25187448064.0,4.4,-3.39,-16.8,0.57
39,2025-03-03,483.6,483.2,497.0,479.8,32752021,15971446272.0,3.59,0.96,4.6,0.36
40,2025-03-04,479.0,491.0,493.0,473.2,31124964,15131838720.0,4.1,1.61,7.8,0.34
41,2025-03-05,502.0,505.5,509.0,498.0,35165757,17704409856.0,2.24,2.95,14.5,0.38
42,2025-03-06,521.0,544.0,544.0,521.0,79683892,42493519360.0,4.55,7.62,38.5,0.87
43,2025-03-07,539.0,533.5,547.0,529.0,46494425,24958094080.0,3.31,-1.93,-10.5,0.51
44,2025-03-10,528.0,516.5,537.5,512.0,34415026,17943129856.0,4.78,-3.19,-17.0,0.37
45,2025-03-11,501.5,517.5,520.0,500.5,33852768,17316782848.0,3.78,0.19,1.0,0.37
46,2025-03-12,523.0,512.0,525.0,505.0,28031056,14392005120.0,3.86,-1.06,-5.5,0.31
47,2025-03-13,513.0,507.5,516.0,499.2,27326941,13847803136.0,3.28,-0.88,-4.5,0.3
48,2025-03-14,513.0,521.5,531.0,507.5,30711707,16031719936.0,4.63,2.76,14.0,0.33
49,2025-03-17,532.0,524.5,534.5,522.0,22096160,11643059968.0,2.4,0.58,3.0,0.24
50,2025-03-18,538.5,541.0,543.5,533.5,33639833,18122094080.0,1.91,3.15,16.5,0.37
51,2025-03-19,542.5,540.0,545.0,534.0,31604153,17070297088.0,2.03,-0.18,-1.0,0.34
52,2025-03-20,540.5,519.5,541.0,518.0,49845030,26156573440.0,4.26,-3.8,-20.5,0.54
53,2025-03-21,518.0,511.5,526.0,505.5,42260479,21649092864.0,3.95,-1.54,-8.0,0.46
54,2025-03-24,514.0,513.0,517.5,504.5,24598555,12575591680.0,2.54,0.29,1.5,0.27
55,2025-03-25,513.0,502.0,515.5,501.0,27744935,14019727360.0,2.83,-2.14,-11.0,0.3
56,2025-03-26,502.0,506.5,510.5,502.0,17310634,8757798656.0,1.69,0.9,4.5,0.19
57,2025-03-27,509.0,509.0,516.0,502.0,17595617,8980372224.0,2.76,0.49,2.5,0.19
58,2025-03-28,511.5,509.5,516.5,503.5,18594342,9479836672.0,2.55,0.1,0.5,0.2
59,2025-03-31,505.0,497.0,507.5,494.6,28036973,13996724992.0,2.53,-2.45,-12.5,0.3
60,2025-04-01,501.0,504.0,511.5,500.0,19518013,9865122816.0,2.31,1.41,7.0,0.21
61,2025-04-02,505.0,504.0,509.0,499.2,14247546,7168421888.0,1.94,0.0,0.0,0.15
62,2025-04-03,493.0,497.8,500.5,491.2,29219618,14472384768.0,1.85,-1.23,-6.2,0.32
63,2025-04-07,441.8,435.4,462.4,431.0,123364114,54994755328.0,6.31,-12.54,-62.4,1.34
64,2025-04-08,440.8,440.4,451.2,430.0,65120104,28693494016.0,4.87,1.15,5.0,0.71
65,2025-04-09,426.0,441.2,447.0,419.0,66484213,28808415232.0,6.36,0.18,0.8,0.72
66,2025-04-10,460.0,444.8,461.6,443.0,57799983,26103188992.0,4.22,0.82,3.6,0.63
67,2025-04-11,440.0,443.4,452.6,432.0,46594597,20558649856.0,4.63,-0.31,-1.4,0.51
68,2025-04-14,453.0,454.0,459.2,448.8,30346489,13773742848.0,2.35,2.39,10.6,0.33
69,2025-04-15,464.6,456.0,464.6,451.6,20245398,9242295296.0,2.86,0.44,2.0,0.22
70,2025-04-16,450.6,448.0,451.6,440.2,27322773,12171376896.0,2.5,-1.75,-8.0,0.3
71,2025-04-17,450.4,458.0,462.0,449.8,24479822,11188898048.0,2.72,2.23,10.0,0.27
72,2025-04-22,460.0,460.4,462.8,453.2,24043746,11018599424.0,2.1,0.52,2.4,0.26
73,2025-04-23,476.0,474.2,479.4,471.4,27001392,12813463808.0,1.74,3.0,13.8,0.29
74,2025-04-24,477.0,471.0,477.8,465.0,18912016,8907706112.0,2.7,-0.67,-3.2,0.21
75,2025-04-25,480.0,478.2,485.8,475.0,28746958,13792345600.0,2.29,1.53,7.2,0.31
76,2025-04-28,482.4,478.2,482.4,474.8,13805160,6604528896.0,1.59,0.0,0.0,0.15
77,2025-04-29,477.8,473.0,478.4,469.0,16367401,7747651840.0,1.97,-1.09,-5.2,0.18
78,2025-04-30,475.0,477.2,477.2,469.4,15312733,7270748160.0,1.65,0.89,4.2,0.17
79,2025-05-02,478.2,487.8,489.8,477.4,13240838,6439557632.0,2.6,2.22,10.6,0.14
80,2025-05-06,491.6,495.4,496.8,485.2,19813305,9767609856.0,2.38,1.56,7.6,0.22
81,2025-05-07,509.0,489.8,509.5,489.6,25616342,12734545408.0,4.02,-1.13,-5.6,0.28
82,2025-05-08,487.0,498.0,502.0,486.6,19815740,9857527552.0,3.14,1.67,8.2,0.22
83,2025-05-09,500.0,494.6,503.5,492.0,13777285,6836991232.0,2.31,-0.68,-3.4,0.15
84,2025-05-12,504.0,517.5,521.5,499.0,35846811,18321323008.0,4.55,4.63,22.9,0.39
85,2025-05-13,520.0,506.0,520.0,505.5,23119901,11791025152.0,2.8,-2.22,-11.5,0.25
86,2025-05-14,512.0,521.0,521.0,510.5,24294663,12575314944.0,2.08,2.96,15.0,0.26
87,2025-05-15,531.5,520.0,532.0,515.0,32799956,17065523200.0,3.26,-0.19,-1.0,0.36
88,2025-05-16,509.5,508.0,517.0,506.5,21334027,10891135232.0,2.02,-2.31,-12.0,0.23
89,2025-05-19,508.0,514.0,517.0,502.5,22457714,11478846720.0,2.85,1.18,6.0,0.24
90,2025-05-20,512.5,515.0,515.5,511.5,1859403,953407136.0,0.78,0.19,1.0,0.02
